processed_text,class
coon nowhere,0
faggot,0
bitch nigga slut whore,0
as fat,0
nigger,0
nigger,0
bitch cunt youre,0
bitch em like niggaz,0
faggot,0
nigger rt,0
faggot weed,0
like nigger,0
fag fuck,0
nigger,0
nigger,0
dyke like look,0
nigger,0
nigger rt,0
trash white,0
bitch cant like nigga,0
,0
bitch ugly,0
,0
nigger,0
bitch,0
get,0
,0
nigga spic,0
bitch dumb,0
,0
fag,0
like nigger,0
rt,0
nigger,0
fuck,0
,0
trash white,0
fuck,0
rt,0
faggot,0
faggot,0
race white,0
nigger,0
hoe rt,0
as hoe nigga,0
faggot,0
trash white,0
celtic mean theyre trash white,0
,0
trash white,0
bitch nigga rt,0
fag,0
trash white,0
dyke hoe,0
broke hoe nigga,0
nigger,0
,0
as bitch nigga,0
,0
people,0
faggot,0
nigga nigger say word,0
bitch like pussy rt,0
birthday happy,0
fag,0
faggot shut,0
,0
trash white,0
rt youre,0
,0
as hoe nigga,0
,0
nigger,0
fag,0
human think,0
faggot,0
rt,0
nigger,0
,0
faggot,0
nigger,0
bitch,0
,0
,0
trash white,0
rt,0
fag,0
,0
faggot,0
,0
faggot,0
faggot,0
,0
celtic mean theyre trash white,0
faggot,0
bitch white,0
bitch cant nigga,0
faggot,0
,0
,0
hoe nigga,0
rt,0
nigger,0
as bitch nigga,0
retarded,0
trash white,0
trash white,0
nigger rt,0
,0
bitch,0
bitch fuck nigga,0
coon,0
,0
,0
,0
nigger rt,0
,0
cry faggot,0
hoe nigga rt,0
faggot,0
,0
trash white,0
faggot,0
fag,0
trash,0
,0
nigga pussy,0
,0
faggot,0
faggot,0
,0
rt,0
faggot youre,0
fag,0
,0
,0
called nigger,0
cause,0
rt,0
bitch cant nigga,0
cant faggot stand,0
,0
retard,0
dyke,0
bitch nigga rt,0
fuck nigger,0
nigger,0
,0
,0
fag,0
hoe nigga,0
nigger,0
bitch,0
hoe nigga,0
rt,0
,0
fuck,0
faggot fuck get,0
faggot weed,0
faggot,0
queer,0
dyke,0
retarded,0
,0
hoe nigga,0
rt,0
,0
retarded,0
nigger,0
faggot fuck,0
faggot,0
hoe nigga,0
im nigger,0
,0
,0
tom uncle,0
fag,0
queer,0
beaner,0
as bitch ugly,0
im,0
trash white,0
,0
dont hoe,0
fuck,0
trash white,0
faggot,0
faggot,0
,0
faggot,0
get,0
faggot,0
bitch,0
,0
nigger,0
baby black cracker kill new panther,0
,0
da folk like,0
got want,0
fag,0
nigger,0
,0
,0
niggah wassup,0
,0
,0
faggot,0
bitch,0
fag,0
bitch like,0
bitch white,0
dont nigga see worry,0
,0
bitch nigga,0
bitch im like nigga pussy shit,0
faggot,0
chucker spear,0
fag,0
,0
job white,0
faggot,0
,0
,0
retarded,0
,0
tom uncle,0
retard,0
faggot,0
faggot,0
as hoe,0
,0
faggot life,0
nigger,0
fag,0
faggot,0
bitch nigga rt,0
,0
as bitch,0
faggot,0
,0
fucking,0
nigger rt,0
,0
nigger,0
fucking wetback,0
faggot,0
nigger,0
fag,0
retarded,0
bitch cant nigga,0
called nigger,0
trash white,0
dm,0
,0
back,0
like,0
rt,0
trash,0
trash white,0
,0
faggot,0
rt,0
niggah,0
,0
rt,0
retarded,0
dont,0
hoe nigga,0
like look,0
trash white,0
,0
nigger,0
rt,0
faggot,0
ap fag,0
shut,0
like look,0
rt,0
,0
,0
as fuck,0
coon,0
nigger,0
,0
bitch nigga,0
ho smh,0
rt,0
nigger,0
nigger rt,0
people,0
nigger,0
ugly,0
nigger,0
nigger youre,0
bitch fucking,0
bday faggot fuck,0
nigger rt,0
,0
bitch fuck,0
minute,0
,0
,0
,0
,0
,0
nigger,0
want,0
bitch im nigga rt,0
citizen cop kill spic want,0
fag,0
bitch get stfu talking,0
nigger,0
nigger yeah,0
fag,0
faggot,0
,0
fag medal,0
,0
gook,0
bitch hate,0
as bitch fuck,0
nigger,0
fag,0
tom uncle,0
,0
fuck,0
,0
,0
hoe nigga,0
,0
faggot,0
,0
nigger,0
retard,0
faggot,0
bitch ugly,0
,0
faggot fuck,0
bitch nigga,0
nigger,0
nigger,0
nigger,0
rt,0
nigger,0
gt,0
,0
,0
coon,0
nigger,0
,0
,0
faggot,0
bitch youre,0
fag fuck,0
faggot,0
fag,0
,0
shut,0
,0
faggot,0
nigger,0
fag,0
biggest faggot world,0
rt,0
,0
hoe nigga,0
rt,0
,0
lol retarded,0
faggot,0
bitch,0
bitch,0
bitch nigga,0
faggot,0
,0
,0
faggot got,0
get,0
rt,0
hate hoe rt,0
want,0
faggot,0
nigger,0
,0
fag,0
rt,0
,0
,0
fag,0
nigger,0
,0
faggot,0
as nigga,0
fuck,0
nigger,0
,0
cunt,0
mad nigger,0
coon,0
colored da folk like,0
rt,0
like,0
nigger,0
fag,0
gay,0
as fag,0
faggot youre,0
fag,0
fag,0
chink,0
rt,0
nigger,0
beaner,0
fag,0
trash white,0
hoe nigga,0
cunt,0
,0
rt youre,0
fag,0
cunt,0
bitch fuck nigga pussy,0
faggot,0
,0
queer,0
rt,0
full trash white,0
look rt,0
nigger,0
fag,0
nigger,0
faggot,0
bitch nigga,0
bitch nigga,0
faggot im,0
hoe,0
rt,0
,0
,0
,0
,0
nigger,0
dont hoe nigga,0
trash,0
as hoe,0
faggot,0
nigger,0
,0
,0
dont retarded,0
,0
nowhere,0
trash,0
hoe,0
as hoe,0
,0
faggot,0
,0
cant,0
nigga,0
,0
hoe nigga rt,0
fag,0
faggot,0
fag,0
faggot,0
,0
dyke,0
,0
cunt,0
gay,0
fuck,0
,0
bitch nigga,0
,0
bitch yall,0
fuck nigger,0
faggot,0
fuck,0
rt,0
queer,0
,0
rt,0
dont queer,0
,0
nigger,0
bitch nigga rt,0
get,0
,0
faggot get,0
,0
nigga pussy,0
rt,0
bitch,0
full trash white,0
rt,0
rt,0
bitch stupid,0
faggot,0
dont hoe nigga,0
,0
beaner someone,0
fuck,0
,0
nigger,0
,0
fag,0
rt,0
fuck,0
rt,0
im,0
faggot,0
rt,0
amp faggot rt,0
bitch nigga rt,0
rt,0
tom uncle,0
celtic mean theyre trash white,0
,0
,0
,0
fag youre,0
trash,0
,0
rt youre,0
rt,0
as get nigga trash,0
faggot fucking,0
,0
rt,0
da,0
trash white,0
,0
bitch ugly,0
youre,0
fucking,0
trash white,0
nigga rt talk,0
faggot rt,0
retarded,0
,0
fag,0
,0
bitch cant nigga,0
fag,0
faggot,0
fag,0
rt,0
,0
bitch fuck yo,0
faggot,0
,0
mad nigger,0
,0
faggot,0
faggot youre,0
come rt,0
,0
nigger,0
faggot,0
rt,0
as niggah,0
bitch,0
fucking,0
,0
fag,0
isnt state,0
like wouldnt,0
nigger,0
,0
,0
fag,0
,0
got,0
,0
im nigger,0
nigger,0
fucking retard,0
rt,0
nigger,0
youre,0
rt,0
cunt,0
as hoe,0
faggot,0
fag,0
,0
fag,0
faggot,0
nigger,0
fag,0
fucking,0
faggot,0
nigga,0
faggot,0
,0
,0
rt,0
rt,0
retarded,0
faggot youre,0
gt,0
,0
,0
faggot,0
,0
as bitch fat lookin,0
bitch white,0
hoe nigga rt,0
ha,0
follower nigger,0
as niggah,0
nigger,0
cunt,0
,0
faggot,0
live people trash,0
,0
,0
faggot,0
hoe,0
,0
rt,0
faggot fuck,0
rt,0
bitch,0
,0
fag gay,0
,0
as fuck,0
nigger since,0
,0
,0
,0
nigger,0
bitch fucking,0
faggot,0
fag,0
trash white,0
fag,0
faggot got,0
,0
bitch nigga,0
people,0
,0
faggot,0
bitch like nigga rt,0
yall,0
faggot,0
wetback,0
,0
fag,0
bitch im nigga,0
faggot,0
nigger,0
,0
fag,0
nigger,0
,0
faggot,0
cause like nigga,0
baby black cracker kill new panther,0
nigger,0
faggot,0
nigger,0
bitch,0
as hoe,0
bitch nigga,0
,0
faggot,0
as nigga,0
faggot,0
fag,0
nigger,0
rt,0
faggot,0
faggot,0
faggot,0
rt,0
dyke,0
got,0
nigger,0
retard youre,0
,0
faggot fuck,0
bitch ugly,0
fag,0
got rt,0
fag,0
hoe nigga,0
god rt,0
bitch,0
people,0
,0
bitch,0
,0
rt youre,0
faggot fucking,0
as nigga,0
,0
bitch,0
shit,0
nigger,0
baby cracker kill let,0
rt,0
fuck,0
,0
bitch nigga,0
,0
bitch nigga,0
rt,0
,0
fucking,0
fag,0
faggot,0
birthday faggot happy,0
,0
count trash white,0
,0
called people trash white,0
faggot,0
ha,0
bitch nigga rt,0
faggot,0
amp bitch rt,0
he,0
retarded,0
as nigga oh,0
fag,0
faggot youre,0
,0
cunt,0
faggot,0
bitch,0
fucking,0
nigger,0
nigger,0
faggot,0
fag,0
nigger,0
faggot,0
coon,0
fucking work,0
faggot,0
jiggaboo,0
faggot,0
,0
,0
nigger rt,0
,0
rt,0
faggot fuck,0
bitch cunt youre,0
faggot,0
coon,0
,0
,0
,0
nigger,0
,0
,0
faggot,0
trash white,0
faggot fuck,0
faggot,0
bitch hate trying,0
birthday faggot happy,0
rt,0
rt,0
,0
dont niggah,0
rt,0
nigger,0
,0
,0
rt trash,0
nigger,0
nigger,0
coon,0
,0
trash white,0
fag,0
nigger,0
,0
fag,0
,0
fucking rt trash,0
nigga spic,0
ask hoe nigga rt,0
da,0
faggot rt,0
rt,0
,0
,0
fag,0
as bitch nigga,0
,0
bitch nigga,0
,0
im,0
,0
bitch,0
fag im,0
,0
cant,0
,0
,0
rt,0
faggot,0
bitch,0
trash white,0
nigger,0
hoe,0
dyke,0
fuck pussy,0
faggot,0
fuck,0
,0
bitch nigga rt,0
retarded,0
,0
nigger,0
,0
,0
hoe rt,0
,0
black nigger,0
rt,0
fag,0
as bitch faggot punk,0
nigger since,0
nigger,0
,0
nigger rt,0
bitch nigga,0
fag,0
,0
,0
,0
,0
fag fuck,0
fag,0
as hoe,0
biggest faggot world,0
,0
rt,0
cause go hoe rt,0
fuck,0
nigger,0
as faggot fuck,0
queer,0
fag,0
faggot,0
nigger,0
fag,0
faggot,0
,0
,0
,0
,0
bitch fat,0
as hoe,0
shut,0
hoe,0
hate,0
nigger,0
faggot,0
hoe rt,0
rt trash,0
faggot,0
nigger youre,0
kill rt,0
,0
fag,0
fag,0
bitch,0
nigger,0
rt,0
faggot,0
,0
white,0
stop,0
,0
,0
bitch nigga,0
as bitch nigga,0
rt,0
nigger,0
faggot,0
hate hoe,0
bitch nigga watch,0
bitch still,0
faggot,0
,0
nigger,0
trash white,0
faggot,0
,0
,0
,0
rt youre,0
fuck,0
rt trash,0
rt,0
bitch nigga watch,0
fag,0
nigger,0
faggot,0
faggot,0
as fuck,0
fag,0
retard,0
faggot,0
fag shoe,0
nigger rt,0
,0
nigger,0
,0
fag,0
faggot,0
faggot,0
faggot,0
trash white,0
,0
youre,0
cry faggot,0
,0
faggot,0
fag,0
nigger,0
fag,0
,0
faggot,0
faggot,0
,0
retarded,0
ur,0
,0
,0
,0
faggot,0
trash white,0
,0
,0
hoe,0
day faggot,0
bitch,0
,0
rt,0
fag,0
,0
like nigga,0
as fuck,0
fag,0
faggot fuck,0
,0
faggot,0
faggot youre,0
rt,0
,0
,0
retard,0
fag,0
,0
,0
faggot im,0
faggot,0
bitch,0
nigger,0
faggot,0
full trash white,0
,0
da,0
rt,0
,0
retarded,0
bitch ugly,0
fag,0
rt,0
,0
bitch,0
as nigga pussy,0
like nigger,0
bitch fuck lame nigga,0
faggot,0
trash,0
fag,0
fag rt,0
rt,0
fag,0
cry faggot,0
bitch,0
tom uncle,0
retard,0
as nigga pussy,0
retard,0
nigger,0
shut,0
coon,0
harm,0
johnny nigger rebel,0
,0
,0
rt,0
fag,0
,0
nigger,0
gt,0
like,0
,0
faggot youre,0
baby cracker kill let,0
as nigga tom uncle,0
hoe,0
faggot,0
hoe nigga rt,0
hate,0
,0
faggot,0
rt,0
,0
as,0
nig,0
nigger,0
beaner kill,0
faggot,0
fag,0
faggot,0
,0
fag,0
,0
rt,0
fuck nigger,0
dyke,0
,0
trailer trash,0
dyke,0
rt,0
,0
cunt,0
retard,0
faggot youre,0
,0
nigger,0
fag,0
bitch got nigga rt,0
dyke like look,0
,0
faggot,0
baby black cracker kill new panther,0
nigga rt talk,0
cunt,0
rt,0
,0
african american im proud rt,0
faggot support,0
birthday happy,0
want,0
faggot,0
lol mad nigger search,0
,0
bitch nigga,0
trash white,0
fag,0
fucking youre,0
retarded,0
faggot,0
faggot,0
bitch white,0
,0
faggot,0
fuck,0
fag,0
,0
bitch,0
,0
,0
fuck get,0
fag people,0
birthday faggot happy rt,0
,0
,0
fag,0
fuck pussy,0
faggot,0
rt,0
gay,0
fag,0
fuck,0
fucking youre,0
trash white,0
,0
nigga rt,0
faggot,0
bitch fuck,0
faggot,0
white,0
fag youre,0
dyke,0
full trash white,0
nigger,0
faggot,0
trash white,0
fag,0
fag,0
as faggot fuck,0
faggot,0
rt,0
alright fag,0
,0
,0
nigger,0
retarded,0
nigger,0
nigger,0
nigger rt,0
hoe nigga,0
trash white,0
faggot,0
faggot,0
bitch nigga,0
people,0
,0
,0
nigger,0
rt,0
cunt,0
,0
bitch fuck,0
fag,0
trash white,0
lol niccas,0
faggot,0
,0
rt,0
bitch nigga rt,0
nigger,0
,0
rt,0
nigger,0
fag,0
,0
rt,0
faggot,0
,0
,0
cop every get job pig spic white,0
twitter,0
nigger,0
as nigga pussy,0
nigger,0
dyke ugly,0
bitch find lem nigga shit,0
as fat hoe,0
chink eyed,0
nigger,0
bitch,0
,0
dyke,0
black trash,0
faggot,0
,0
rt,0
chicken nigger,0
bitch,0
,0
,0
faggot youre,0
,0
full trash white,0
,0
beat nigger yall,0
nigger,0
,0
coon rt,0
dyke ugly,0
faggot,0
white,0
as bitch faggot punk,0
nigger stupid,0
as bitch,0
fuck,0
fag,0
bitch fat,0
bitch nigga,0
,0
get,0
nigger,0
bitch hate,0
,0
,0
retarded,0
,0
,0
faggot,0
im,0
bitch nigga talk,0
faggot got,0
queer,0
coon,0
rt youre,0
bitch stupid,0
bitch faggot fucking,0
,0
queer,0
im nigger,0
trash,0
trash white,0
faggot fucking youre,0
,0
whitey,0
hoe rt,0
nigger,0
shut,0
im,0
rt,0
dyke,0
as fat,0
,0
funny,0
faggot he,0
bitch nigga slut whore,0
,0
nigger,0
nigger,0
rt,0
trash white,0
people trash,0
rt,0
,0
full trash white,0
nigger,0
,0
,0
fag,0
white,0
fag,0
faggot,0
faggot,0
fuck,0
hoe,0
minute,0
,0
hoe nigga rt yall,0
faggot,0
as faggot fuck,0
retard,0
nigger,0
ugly,0
like nigger,0
faggot life,0
dyke,0
new show,0
rt,0
trash,0
,0
fag,0
im nigger,0
fag,0
,0
get,0
nigger,0
fag,0
bitch,0
faggot fucking,0
nigga spic,0
trash white,0
trash,0
im nigger,0
,0
got want,0
queer,0
,0
like nigga,0
fag,0
,0
bitch white,0
codeword youre,0
nigger,0
faggot,0
bitch nigga,0
,0
nigger,0
trash white,0
nigger,0
fucking,0
ugly,0
fuck,0
faggot,0
faggot,0
,0
nigger,0
trash white,0
nigger,0
bitch stupid,0
nigger,0
trailer trash,0
dyke,0
faggot,0
faggot,0
faggot,0
fag shut,0
cunt,0
,0
hoe,0
fag,0
dyke like look,0
fag,0
,0
,0
retard,0
,0
nigger,0
faggot,0
dont know shit,0
rt,0
bitch hoe like nigga,0
fucking,0
,0
nigger,0
nigger,0
amp bitch get go new try,0
ugly,0
wassup,0
as cracker,0
nigger,0
bitch,0
bitch nigga,0
fuck,0
rt,0
,0
fucking,0
trash white,0
,0
fag,0
faggot,0
nigger,0
bitch like,0
rt,0
rt,0
bitch,0
fag,0
rt,0
,0
hoe ugly,0
,0
fag,0
trash white,0
faggot,0
,0
,0
whitey,0
as nigga,0
nigger,0
fag,0
,0
bitch nigga rt,0
fuck,0
nigger,0
,0
fag,0
,0
,0
faggot,0
bitch nigga rt,0
nig,0
,0
,0
rt,0
,0
bitch fat,0
fag fuck,0
fag,0
gay,0
,0
bitch fuck next nigga rt,0
bitch im,0
bitch,0
,0
bitch nigga rt,0
,0
full trash white,0
,0
trash white,0
rt,0
rt,0
fag,0
nigger,0
colored da folk,0
nigger rt shit,0
hoe nigga rt,0
fag,0
rt,0
queer,0
printer rt,0
nigga rt,0
rt,0
rt,0
,0
bitch nigga,0
bitch nigga,0
,0
hoe nigga,0
retard rt,0
im,0
bitch know shit,0
dont nigga,0
fucking,0
like,0
as bitch nigga,0
chicken nigger,0
trash white,0
,0
bitch nigga,0
,0
full trash white,0
dyke like look,0
faggot fuck,0
rt,0
,0
,0
trash white,0
faggot,0
feel like nigger rt,0
racist trash,0
trash,0
hoe,0
bitch,0
fag,0
nigger,0
faggot,0
,0
queer,0
rt,0
hoe,0
fucking,0
rt,0
,0
bitch ugly,0
retarded,0
fag,0
bitch,0
fag,0
as nigga,0
bitch little,0
coon,0
rt trash,0
fuck,0
as nigga oh,0
faggot,0
rt,0
bitch,0
hoe,0
full trash white,0
dumb,0
birthday faggot happy,0
faggot,0
nigger,0
rt,0
faggot fucking,0
,0
,0
black trash,0
dumb,0
fag,0
as bitch,0
,0
,0
fag,0
like queer,0
,0
,0
bitch nigga,0
bitch like,0
,0
,0
cunt,0
nigger,0
rt youre,0
follower nigger,0
,0
,0
trash white,0
hoe,0
dumb,0
like nigga wit,0
rt,0
,0
as bitch nigga,0
ap fag,0
yall,0
retarded,0
bitch nigga,0
fag,0
park trailer trash,0
faggot,0
fuckin nigga,0
fucking retard,0
rt,0
full trash white,0
fag,0
nigger yeah,0
faggot,0
kill,0
nigger,0
,0
bitch like ur,0
faggot rt,0
,0
,0
,0
guy,0
faggot,0
bitch like nigga,0
ur,0
retarded,0
fag,0
,0
nigger,0
retarded,0
cunt fuckin,0
nigger youre,0
fag,0
,0
,0
everything,0
fag,0
as nigga,0
faggot youre,0
faggot,0
faggot,0
faggot,0
faggot fuck,0
im nigger,0
bitch youre,0
faggot youre,0
fag,0
youre,0
fuck,0
nigger,0
as bitch nigga,0
,0
birthday happy,0
bitch nigga,0
,0
,0
retarded,0
,0
bitch find lem nigga shit,0
fag,0
retarded,0
trash white,0
faggot,0
faggot,0
nigger,0
fucc niccas,0
people,0
bitch,0
,0
fag,0
bitch,0
fuck,0
faggot fucking,0
faggot,0
cant nigger rt,0
faggot,0
faggot fucking,0
live trash,0
faggot fuck,0
trash white,0
faggot,0
ya,0
faggot,0
nigger,0
faggot,0
trash white,0
faggot,0
,0
nigger,0
bitch,0
,0
,0
girl,0
retarded,0
nigga,0
,0
hoe nigga,0
know,0
got,0
hate,0
,0
,0
fag,0
fag,0
fag,0
fucking,0
coon,0
full trash white,0
rt,0
he,0
,0
youre,0
faggot,0
,0
rt,0
nigger,0
hate nigger,0
fucking wetback,0
,0
faggot,0
nigger,0
faggot life,0
coon,0
faggot youre,0
,0
,0
,0
trash white,0
kill,0
rt,0
retard,0
im nigger,0
as fuck oh,0
rt,0
faggot rt,0
,0
faggot,0
youre,0
nigger rt,0
,0
bitch nigga,0
as bitch,0
,0
nigger rt,0
bitch fuck lame rt,0
faggot,0
faggot,0
trash white,0
as bitch need,0
bitch im like nigga pussy shit,0
,0
trash white,0
,0
,0
,0
cop every spic,0
tom uncle,0
nigger,0
fag,0
fag,0
as hoe,0
fag,0
nigger,0
hoe nigga,0
bitch dumb,0
,0
people trash,0
cunt,0
,0
trash white,0
trash white,0
trash white,0
faggot,0
hoe,0
,0
rt,0
,0
,0
queer,0
,0
gt,0
,0
full trash white,0
as delete nigga,0
nigger,0
,0
nigga spic,0
bitch,0
dyke,0
,0
know,0
,0
fucking,0
,0
fuck,0
,0
youre,0
,0
nigger,0
whitey,0
nigger,0
faggot fucking,0
im,0
faggot,0
,0
coon,0
get,0
faggot,0
,0
nigger,0
as pussy,0
fucking,0
faggot,0
cant faggot stand,0
gave lil move nigger push smh,0
new retarded show,0
trash white,0
,0
,0
fag said,0
,0
cry faggot,0
,0
nigger,0
,0
faggot,0
,0
fag,0
beaner,0
fag,0
,0
,0
as cracker,0
faggot,0
faggot rt,0
,0
,0
fag,0
fucking,0
fag,0
fuck,0
got,0
,0
,0
aint bitch nigga pussy shit,0
like nigga,0
faggot,0
nigger,0
trash,0
,0
dyke,0
im,0
as nigga,0
black nigger,0
,0
rt,0
fag,0
pie,0
hate,0
faggot,0
faggot,0
faggot,0
bitch,0
trash,0
fag,0
gay,0
trash white,0
faggot,0
,0
go hoe rt,0
amp rt youre,0
nigger,0
,0
bitch,0
bitch nigga rt,0
,0
faggot,0
hoe nigga rt,0
dyke,0
,0
faggot,0
faggot youre,0
fucking,0
bitch,0
white,0
,0
dont know,0
,0
faggot,0
faggot,0
nig,0
coon youre,0
as nigguh,0
fucking,0
hoe rt yall,0
cunt,0
cry faggot,0
rt,0
faggot,0
,0
bitch nigga,0
faggot,0
fag,0
he trash,0
dont one shit,0
,0
nigger,0
,0
bitch,0
faggot,0
,0
,0
,0
faggot hate,0
faggot,0
hoe nigga,0
fag,0
faggot fuck,0
,0
,0
faggot,0
as fuck yo,0
,0
,0
want,0
,0
fag,0
nigger,0
bitch ugly,0
,0
fag,0
coon,0
hoe lol,0
birthday happy,0
bitch hate,0
human think,0
,0
,0
nigger,0
,0
bitch,0
trash white,0
,0
,0
nigger,0
rt,0
trash white,0
,0
dont hoe,0
,0
nigger,0
,0
fuck kill rt,0
ignorant,0
fag,0
as nigga,0
,0
,0
nigger,0
bitch like ur,0
faggot,0
,0
bitch like,0
,0
drake faggot,0
faggot,0
,0
lame,0
hoe,0
rt trash,0
,0
rt,0
,0
trash white,0
,0
,0
like,0
im,0
faggot,0
know white,0
faggot,0
rt,0
,0
,0
like nigga,0
hoe,0
dont nigga,0
,0
,0
as gay,0
,0
,0
as bitch nigga,0
nigger,0
as bitch nigga,0
nigger since,0
as nigga,0
fag,0
as fag,0
,0
fag,0
,0
dyke,0
feel like nigger rt,0
,0
,0
bitch nigga,0
fag,0
,0
fag,0
black nigger,0
nigger,0
faggot fucking,0
faggot,0
as nigga,0
im nigger,0
dyke,0
fucking youre,0
faggot youre,0
bitch nigga,0
fag,0
bitch,0
nigger,0
,0
bitch,0
nigger,0
,0
nigger rt,0
bitch hoe,0
kill,0
,0
dyke,0
hate people rt,0
,0
,0
got,0
nigger,0
faggot,0
people trash,0
rt,0
faggot,0
bitch like,0
rt,0
cute supposed,0
,0
faggot,0
fag,0
queer,0
trash white,0
nigger,0
nigga spic,0
fag,0
trash white,0
,0
rt,0
retarded,0
faggot,0
,0
coon,0
dyke,0
nigger,0
faggot,0
,0
youre,0
as hoe nigga,0
,0
kill,0
rt trash,0
bitch dont fuck,0
bitch like nigga,0
,0
coon,0
fucking,0
faggot,0
faggot im,0
rt,0
nigger,0
coon,0
,0
faggot,0
hate people rt,0
fag,0
fucking people retarded,0
faggot,0
as nigguh,0
fag,0
dyke like look,0
bitch fag,0
bitch nigga rt,0
nigger ugly,0
fag,0
rt,0
,0
ugly,0
nig,0
fag,0
gay nig year,0
hoe,0
,0
,0
,0
youre,0
bitch,0
nigger,0
bitch hoe like nigga,0
youre,0
,0
fag,0
rt,0
nigger,0
bitch fuck,0
nigger,0
,0
fag,0
,0
nigger,0
,0
da,0
fag,0
trash,0
shut,0
fuck,0
got,0
,0
,0
hoe nigga rt,0
come rt,0
fag,0
queer,0
hoe,0
know,0
faggot,0
bitch,0
faggot,0
trash white,0
rt,0
as nigga rt,0
beaner,0
,0
rt trash,0
bitch,0
faggot,0
faggot,0
bitch nigga,0
trash white,0
faggot,0
trash white,0
,0
,0
fag,0
nigger rt,0
rt,0
,0
,0
bitch fuck nigga,0
rt,0
,0
as nigga rt,0
,0
,0
rt,0
faggot,0
dyke,0
,0
,0
,0
youre,0
hoe,0
bitch fuck,0
,0
fag,0
bitch nigga,0
faggot,0
fag,0
faggot,0
nigger,0
fag,0
,0
amp bitch got nigga rt,0
lol retarded,0
get,0
rt say youre,0
nigger,0
bitch one,0
,0
,0
,0
rt,0
hate,0
trash white,0
,0
fuck,0
youre,0
dyke,0
amp bitch got nigga rt,0
nigger,0
as nigga,0
retard,0
as bitch nigga,0
nigger,0
as oh pussy,0
bitch nigga rt,0
white,0
,0
fucking gook,0
bitch,0
nigga rt,0
dyke like look,0
fag,0
,0
hoe nigga,0
,0
,0
,0
faggot,0
hoe ugly,0
,0
faggot,0
fuck,0
hoe nigga,0
nigger,0
bitch like nigga rt,0
faggot,0
,0
cunt,0
nigger,0
im,0
bitch,0
,0
nigger rt,0
,0
cunt,0
faggot fucking gay,0
coon,0
fag,0
rt,0
nigger,0
trailer trash,0
fuck,0
,0
trash white,0
nigger,0
faggot,0
,0
faggot,0
rt,0
rt,0
hate hoe rt,0
rt,0
pussy,0
fuck,0
ugly,0
retarded,0
nigger,0
bitch fat,0
,0
,0
rt,0
hoe nigga rt,0
,0
,0
bitch cant nigga,0
faggot,0
nigger,0
fag,0
,0
,0
retarded,0
,0
kill,0
,0
jiggaboo,0
bitch,0
fag,0
faggot,0
trash,0
